# %ECSV 0.9
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# meta: !!omap
# - comment: [vej = 0.25999999999999995, mej = 0.023201562933498177, Ye = 0.45, redshift = 0.0]
# schema: astropy-2.0
time sdss_u sdss_g sdss_r sdss_i sdss_z PS1_y ukirt_J ukirt_H ukirt_K johnson_U johnson_B johnson_V johnson_R johnson_I
85.850000 410.536425 297.514090 225.950927 180.380484 152.524048 135.070080 99.646319 68.060497 47.238884 396.987736 329.023104 255.998381 217.239488 149.716047
85.900000 410.775100 297.690835 226.088354 180.492800 152.620973 135.157340 99.713889 68.110382 47.276995 397.218995 329.217131 256.152330 217.372119 149.811419
85.950000 411.013769 297.867577 226.225777 180.605114 152.717896 135.244598 99.781458 68.160266 47.315105 397.450248 329.411154 256.306276 217.504748 149.906788
86.000000 411.252431 298.044314 226.363197 180.717425 152.814817 135.331854 99.849026 68.210150 47.353215 397.681495 329.605171 256.460217 217.637373 150.002156
86.050000 411.491088 298.221046 226.500613 180.829733 152.911736 135.419108 99.916592 68.260033 47.391324 397.912736 329.799184 256.614155 217.769995 150.097521
86.100000 411.729738 298.397774 226.638027 180.942039 153.008652 135.506360 99.984157 68.309915 47.429433 398.143971 329.993192 256.768090 217.902614 150.192884
86.150000 411.968382 298.574498 226.775436 181.054343 153.105567 135.593611 100.051721 68.359797 47.467542 398.375199 330.187194 256.922020 218.035230 150.288245
86.200000 412.207019 298.751217 226.912843 181.166643 153.202479 135.680860 100.119283 68.409677 47.505650 398.606422 330.381192 257.075947 218.167842 150.383604
86.250000 412.445650 298.927932 227.050246 181.278942 153.299390 135.768106 100.186844 68.459557 47.543758 398.837639 330.575185 257.229869 218.300452 150.478961
86.300000 412.684275 299.104642 227.187647 181.391237 153.396298 135.855351 100.254404 68.509436 47.581865 399.068850 330.769173 257.383788 218.433058 150.574316
86.350000 412.922894 299.281348 227.325043 181.503530 153.493204 135.942595 100.321963 68.559315 47.619972 399.300054 330.963156 257.537704 218.565661 150.669669
86.400000 413.161507 299.458049 227.462437 181.615821 153.590108 136.029836 100.389520 68.609192 47.658078 399.531253 331.157134 257.691615 218.698261 150.765019
86.450000 413.400113 299.634746 227.599827 181.728109 153.687010 136.117075 100.457077 68.659069 47.696184 399.762446 331.351107 257.845523 218.830858 150.860368
86.500000 413.638713 299.811438 227.737214 181.840394 153.783910 136.204313 100.524631 68.708945 47.734290 399.993632 331.545075 257.999427 218.963452 150.955715
86.550000 413.877307 299.988126 227.874597 181.952677 153.880807 136.291549 100.592185 68.758821 47.772395 400.224813 331.739038 258.153327 219.096042 151.051059
86.600000 414.115895 300.164810 228.011978 182.064958 153.977703 136.378783 100.659737 68.808695 47.810500 400.455988 331.932996 258.307224 219.228630 151.146401
86.650000 414.354476 300.341489 228.149355 182.177235 154.074596 136.466015 100.727288 68.858569 47.848605 400.687156 332.126950 258.461116 219.361214 151.241742
86.700000 414.593052 300.518164 228.286728 182.289510 154.171487 136.553245 100.794838 68.908442 47.886709 400.918319 332.320898 258.615005 219.493795 151.337080
86.750000 414.831621 300.694835 228.424099 182.401783 154.268376 136.640473 100.862387 68.958315 47.924812 401.149476 332.514842 258.768890 219.626373 151.432416
86.800000 415.070184 300.871501 228.561466 182.514053 154.365263 136.727700 100.929934 69.008186 47.962915 401.380626 332.708780 258.922772 219.758948 151.527750
86.850000 415.308740 301.048162 228.698830 182.626321 154.462148 136.814925 100.997480 69.058057 48.001018 401.611771 332.902714 259.076649 219.891519 151.623082
86.900000 415.547291 301.224819 228.836190 182.738586 154.559031 136.902148 101.065025 69.107927 48.039121 401.842910 333.096643 259.230523 220.024088 151.718412
86.950000 415.785835 301.401472 228.973548 182.850848 154.655912 136.989369 101.132568 69.157797 48.077223 402.074043 333.290567 259.384393 220.156653 151.813740
87.000000 416.024373 301.578120 229.110902 182.963108 154.752791 137.076588 101.200111 69.207665 48.115324 402.305169 333.484486 259.538260 220.289216 151.909066
87.050000 416.262905 301.754764 229.248253 183.075365 154.849667 137.163806 101.267652 69.257533 48.153425 402.536290 333.678400 259.692123 220.421775 152.004390
87.100000 416.501431 301.931404 229.385600 183.187620 154.946542 137.251021 101.335191 69.307400 48.191526 402.767405 333.872309 259.845982 220.554331 152.099712
87.150000 416.739951 302.108039 229.522945 183.299872 155.043414 137.338235 101.402730 69.357267 48.229626 402.998514 334.066213 259.999837 220.686884 152.195032
87.200000 416.978464 302.284670 229.660286 183.412122 155.140284 137.425447 101.470267 69.407132 48.267726 403.229617 334.260113 260.153688 220.819433 152.290349
87.250000 417.216972 302.461296 229.797623 183.524369 155.237152 137.512657 101.537803 69.456997 48.305825 403.460714 334.454008 260.307536 220.951980 152.385665
87.300000 417.455473 302.637918 229.934958 183.636614 155.334018 137.599866 101.605338 69.506861 48.343925 403.691805 334.647897 260.461380 221.084524 152.480979
87.350000 417.693968 302.814536 230.072289 183.748856 155.430882 137.687072 101.672871 69.556725 48.382023 403.922890 334.841782 260.615220 221.217064 152.576290
87.400000 417.932457 302.991149 230.209617 183.861095 155.527744 137.774277 101.740403 69.606587 48.420121 404.153970 335.035662 260.769057 221.349601 152.671600
87.450000 418.170939 303.167758 230.346942 183.973332 155.624604 137.861480 101.807934 69.656449 48.458219 404.385043 335.229537 260.922890 221.482135 152.766907
87.500000 418.409416 303.344363 230.484263 184.085567 155.721461 137.948681 101.875464 69.706310 48.496317 404.616110 335.423407 261.076719 221.614666 152.862212
87.550000 418.647887 303.520963 230.621582 184.197799 155.818317 138.035880 101.942992 69.756170 48.534414 404.847172 335.617273 261.230544 221.747194 152.957516
87.600000 418.886351 303.697559 230.758897 184.310028 155.915170 138.123078 102.010519 69.806030 48.572510 405.078227 335.811133 261.384366 221.879719 153.052817
87.650000 419.124809 303.874150 230.896209 184.422255 156.012022 138.210273 102.078045 69.855889 48.610606 405.309277 336.004989 261.538184 222.012241 153.148116
87.700000 419.363261 304.050737 231.033517 184.534480 156.108871 138.297467 102.145570 69.905747 48.648702 405.540321 336.198840 261.691998 222.144760 153.243413
87.750000 419.601707 304.227320 231.170822 184.646701 156.205718 138.384659 102.213093 69.955604 48.686797 405.771358 336.392686 261.845809 222.277275 153.338709
87.800000 419.840147 304.403899 231.308125 184.758921 156.302563 138.471849 102.280615 70.005461 48.724892 406.002390 336.586527 261.999616 222.409788 153.434002
87.850000 420.078581 304.580473 231.445423 184.871138 156.399406 138.559038 102.348136 70.055317 48.762987 406.233416 336.780363 262.153419 222.542297 153.529293
87.900000 420.317008 304.757042 231.582719 184.983352 156.496247 138.646224 102.415656 70.105172 48.801081 406.464437 336.974195 262.307218 222.674803 153.624582
87.950000 420.555430 304.933608 231.720011 185.095564 156.593086 138.733409 102.483174 70.155026 48.839175 406.695451 337.168022 262.461014 222.807307 153.719869
88.000000 420.793846 305.110169 231.857301 185.207773 156.689923 138.820592 102.550692 70.204880 48.877268 406.926459 337.361843 262.614806 222.939807 153.815154
88.050000 421.032255 305.286725 231.994586 185.319980 156.786758 138.907773 102.618207 70.254733 48.915361 407.157462 337.555660 262.768595 223.072304 153.910437
88.100000 421.270658 305.463278 232.131869 185.432184 156.883590 138.994953 102.685722 70.304585 48.953453 407.388458 337.749473 262.922379 223.204798 154.005718
88.150000 421.509055 305.639826 232.269149 185.544386 156.980421 139.082130 102.753236 70.354436 48.991545 407.619449 337.943280 263.076160 223.337288 154.100996
88.200000 421.747447 305.816370 232.406425 185.656585 157.077249 139.169306 102.820748 70.404287 49.029637 407.850434 338.137082 263.229938 223.469776 154.196273
88.250000 421.985832 305.992909 232.543698 185.768782 157.174076 139.256480 102.888259 70.454137 49.067728 408.081413 338.330880 263.383711 223.602261 154.291548
88.300000 422.224211 306.169444 232.680968 185.880976 157.270900 139.343652 102.955768 70.503986 49.105819 408.312386 338.524673 263.537481 223.734742 154.386821
88.350000 422.462584 306.345975 232.818235 185.993168 157.367723 139.430823 103.023277 70.553834 49.143909 408.543353 338.718461 263.691247 223.867221 154.482092
88.400000 422.700951 306.522501 232.955498 186.105357 157.464543 139.517991 103.090784 70.603682 49.181999 408.774315 338.912245 263.845010 223.999696 154.577360
88.450000 422.939311 306.699023 233.092758 186.217544 157.561361 139.605158 103.158290 70.653529 49.220089 409.005270 339.106023 263.998769 224.132169 154.672627
88.500000 423.177666 306.875541 233.230015 186.329728 157.658177 139.692323 103.225795 70.703375 49.258178 409.236220 339.299797 264.152524 224.264638 154.767892
88.550000 423.416015 307.052055 233.367269 186.441910 157.754991 139.779486 103.293298 70.753221 49.296266 409.467164 339.493566 264.306276 224.397104 154.863154
88.600000 423.654358 307.228564 233.504520 186.554089 157.851803 139.866648 103.360800 70.803065 49.334355 409.698102 339.687330 264.460024 224.529567 154.958415
88.650000 423.892694 307.405069 233.641767 186.666266 157.948613 139.953807 103.428301 70.852909 49.372443 409.929034 339.881089 264.613768 224.662028 155.053674
88.700000 424.131025 307.581569 233.779011 186.778440 158.045421 140.040965 103.495801 70.902752 49.410530 410.159961 340.074844 264.767509 224.794485 155.148930
88.750000 424.369350 307.758066 233.916252 186.890612 158.142227 140.128121 103.563300 70.952595 49.448617 410.390882 340.268594 264.921246 224.926939 155.244185
88.800000 424.607668 307.934558 234.053490 187.002781 158.239030 140.215276 103.630797 71.002437 49.486704 410.621796 340.462339 265.074979 225.059389 155.339438
88.850000 424.845981 308.111045 234.190725 187.114948 158.335832 140.302428 103.698293 71.052278 49.524790 410.852705 340.656079 265.228709 225.191837 155.434688
88.900000 425.084287 308.287529 234.327956 187.227112 158.432631 140.389579 103.765788 71.102118 49.562876 411.083609 340.849814 265.382435 225.324282 155.529937
88.950000 425.322588 308.464008 234.465185 187.339274 158.529429 140.476728 103.833282 71.151957 49.600961 411.314506 341.043545 265.536157 225.456724 155.625183
89.000000 425.560882 308.640483 234.602410 187.451433 158.626225 140.563875 103.900774 71.201796 49.639046 411.545397 341.237271 265.689876 225.589163 155.720428
89.050000 425.799171 308.816953 234.739632 187.563590 158.723018 140.651020 103.968265 71.251634 49.677131 411.776283 341.430992 265.843591 225.721598 155.815670
89.100000 426.037453 308.993420 234.876850 187.675744 158.819809 140.738164 104.035755 71.301471 49.715215 412.007163 341.624709 265.997302 225.854031 155.910911
89.150000 426.275730 309.169882 235.014066 187.787896 158.916599 140.825305 104.103244 71.351308 49.753299 412.238037 341.818420 266.151010 225.986461 156.006149
89.200000 426.514000 309.346339 235.151278 187.900046 159.013386 140.912445 104.170731 71.401144 49.791382 412.468906 342.012127 266.304714 226.118887 156.101386
89.250000 426.752265 309.522793 235.288488 188.012192 159.110171 140.999584 104.238217 71.450979 49.829465 412.699768 342.205829 266.458415 226.251311 156.196620
89.300000 426.990523 309.699242 235.425694 188.124337 159.206954 141.086720 104.305702 71.500813 49.867548 412.930625 342.399527 266.612112 226.383731 156.291853
89.350000 427.228776 309.875687 235.562896 188.236479 159.303736 141.173855 104.373186 71.550647 49.905630 413.161476 342.593220 266.765805 226.516148 156.387083
89.400000 427.467023 310.052128 235.700096 188.348618 159.400515 141.260988 104.440668 71.600479 49.943711 413.392322 342.786908 266.919495 226.648563 156.482312
89.450000 427.705263 310.228564 235.837293 188.460755 159.497292 141.348119 104.508150 71.650311 49.981793 413.623161 342.980591 267.073181 226.780974 156.577538
89.500000 427.943498 310.404997 235.974486 188.572890 159.594067 141.435248 104.575630 71.700143 50.019874 413.853995 343.174269 267.226863 226.913382 156.672763
89.550000 428.181727 310.581425 236.111676 188.685022 159.690840 141.522376 104.643108 71.749973 50.057954 414.084823 343.367943 267.380542 227.045788 156.767985
89.600000 428.419949 310.757848 236.248863 188.797152 159.787611 141.609501 104.710586 71.799803 50.096034 414.315645 343.561612 267.534217 227.178190 156.863206
89.650000 428.658166 310.934268 236.386047 188.909279 159.884380 141.696626 104.778062 71.849632 50.134114 414.546462 343.755276 267.687889 227.310589 156.958424
89.700000 428.896377 311.110683 236.523228 189.021404 159.981147 141.783748 104.845538 71.899461 50.172193 414.777273 343.948936 267.841557 227.442986 157.053641
89.750000 429.134582 311.287094 236.660406 189.133526 160.077911 141.870868 104.913011 71.949288 50.210272 415.008078 344.142591 267.995221 227.575379 157.148855
89.800000 429.372781 311.463501 236.797580 189.245646 160.174674 141.957987 104.980484 71.999115 50.248350 415.238877 344.336241 268.148882 227.707769 157.244068
89.850000 429.610974 311.639903 236.934751 189.357763 160.271435 142.045104 105.047956 72.048942 50.286428 415.469670 344.529887 268.302539 227.840156 157.339278
89.900000 429.849161 311.816302 237.071919 189.469878 160.368194 142.132219 105.115426 72.098767 50.324506 415.700458 344.723527 268.456192 227.972540 157.434487
89.950000 430.087342 311.992696 237.209084 189.581990 160.464950 142.219333 105.182895 72.148592 50.362583 415.931240 344.917163 268.609842 228.104921 157.529694
90.000000 430.325517 312.169085 237.346246 189.694100 160.561705 142.306444 105.250363 72.198416 50.400660 416.162017 345.110795 268.763489 228.237299 157.624898
90.050000 430.563686 312.345471 237.483405 189.806208 160.658458 142.393554 105.317829 72.248239 50.438736 416.392787 345.304421 268.917131 228.369675 157.720101
90.100000 430.801850 312.521853 237.620561 189.918313 160.755208 142.480662 105.385295 72.298062 50.476812 416.623552 345.498043 269.070771 228.502047 157.815301
90.150000 431.040007 312.698230 237.757713 190.030416 160.851957 142.567769 105.452759 72.347883 50.514888 416.854311 345.691661 269.224406 228.634416 157.910500
90.200000 431.278159 312.874603 237.894862 190.142516 160.948704 142.654873 105.520222 72.397704 50.552963 417.085065 345.885273 269.378038 228.766782 158.005697
90.250000 431.516304 313.050971 238.032009 190.254614 161.045448 142.741976 105.587683 72.447525 50.591037 417.315813 346.078881 269.531667 228.899145 158.100891
90.300000 431.754444 313.227336 238.169152 190.366709 161.142191 142.829077 105.655144 72.497344 50.629112 417.546555 346.272484 269.685291 229.031505 158.196084
90.350000 431.992578 313.403696 238.306292 190.478802 161.238931 142.916177 105.722603 72.547163 50.667186 417.777291 346.466083 269.838913 229.163862 158.291275
90.400000 432.230706 313.580053 238.443428 190.590892 161.335670 143.003274 105.790061 72.596981 50.705259 418.008022 346.659677 269.992530 229.296216 158.386463
90.450000 432.468828 313.756405 238.580562 190.702980 161.432406 143.090370 105.857518 72.646799 50.743332 418.238747 346.853266 270.146144 229.428567 158.481650
90.500000 432.706944 313.932752 238.717693 190.815066 161.529141 143.177464 105.924974 72.696615 50.781405 418.469466 347.046851 270.299755 229.560916 158.576835
90.550000 432.945054 314.109096 238.854820 190.927149 161.625873 143.264556 105.992428 72.746431 50.819477 418.700180 347.240430 270.453362 229.693261 158.672018
90.600000 433.183159 314.285435 238.991944 191.039229 161.722603 143.351647 106.059881 72.796246 50.857549 418.930888 347.434006 270.606965 229.825603 158.767199
90.650000 433.421257 314.461770 239.129065 191.151308 161.819332 143.438736 106.127333 72.846061 50.895620 419.161590 347.627576 270.760565 229.957942 158.862377
90.700000 433.659350 314.638101 239.266183 191.263384 161.916058 143.525823 106.194784 72.895874 50.933691 419.392287 347.821142 270.914161 230.090278 158.957554
90.750000 433.897437 314.814428 239.403298 191.375457 162.012783 143.612908 106.262233 72.945687 50.971762 419.622978 348.014703 271.067754 230.222611 159.052729
90.800000 434.135518 314.990751 239.540410 191.487528 162.109505 143.699992 106.329682 72.995500 51.009832 419.853663 348.208260 271.221343 230.354942 159.147902
90.850000 434.373593 315.167069 239.677519 191.599596 162.206225 143.787074 106.397129 73.045311 51.047902 420.084343 348.401812 271.374928 230.487269 159.243073
90.900000 434.611662 315.343384 239.814625 191.711663 162.302944 143.874154 106.464575 73.095122 51.085971 420.315017 348.595359 271.528510 230.619593 159.338242
90.950000 434.849725 315.519694 239.951727 191.823726 162.399660 143.961232 106.532019 73.144932 51.124040 420.545685 348.788902 271.682089 230.751914 159.433409
91.000000 435.087783 315.696000 240.088827 191.935787 162.496374 144.048309 106.599463 73.194741 51.162109 420.776348 348.982440 271.835664 230.884233 159.528574
91.050000 435.325835 315.872302 240.225923 192.047846 162.593087 144.135384 106.666905 73.244550 51.200177 421.007005 349.175973 271.989235 231.016548 159.623738
91.100000 435.563880 316.048599 240.363016 192.159903 162.689797 144.222457 106.734346 73.294358 51.238244 421.237657 349.369502 272.142803 231.148860 159.718899
91.150000 435.801920 316.224893 240.500106 192.271957 162.786505 144.309528 106.801786 73.344165 51.276312 421.468302 349.563026 272.296367 231.281170 159.814058
91.200000 436.039954 316.401182 240.637193 192.384008 162.883212 144.396598 106.869225 73.393971 51.314379 421.698943 349.756546 272.449928 231.413476 159.909215
91.250000 436.277983 316.577467 240.774277 192.496057 162.979916 144.483666 106.936662 73.443777 51.352445 421.929577 349.950061 272.603485 231.545780 160.004371
91.300000 436.516005 316.753748 240.911358 192.608104 163.076619 144.570732 107.004099 73.493582 51.390511 422.160206 350.143571 272.757039 231.678080 160.099524
91.350000 436.754022 316.930025 241.048436 192.720149 163.173319 144.657796 107.071534 73.543386 51.428577 422.390829 350.337077 272.910589 231.810378 160.194675
91.400000 436.992033 317.106298 241.185511 192.832190 163.270017 144.744859 107.138967 73.593190 51.466642 422.621447 350.530578 273.064135 231.942672 160.289825
91.450000 437.230038 317.282566 241.322582 192.944230 163.366714 144.831920 107.206400 73.642993 51.504707 422.852059 350.724074 273.217678 232.074964 160.384972
91.500000 437.468037 317.458831 241.459651 193.056267 163.463408 144.918979 107.273831 73.692795 51.542771 423.082666 350.917566 273.371218 232.207253 160.480118
91.550000 437.706031 317.635091 241.596716 193.168302 163.560100 145.006037 107.341262 73.742596 51.580835 423.313266 351.111053 273.524754 232.339538 160.575261
91.600000 437.944018 317.811347 241.733778 193.280334 163.656791 145.093092 107.408691 73.792397 51.618899 423.543862 351.304536 273.678286 232.471821 160.670403
91.650000 438.182000 317.987599 241.870838 193.392364 163.753479 145.180146 107.476119 73.842196 51.656962 423.774451 351.498014 273.831815 232.604101 160.765543
91.700000 438.419976 318.163847 242.007894 193.504392 163.850166 145.267199 107.543545 73.891996 51.695025 424.005035 351.691487 273.985341 232.736378 160.860680
91.750000 438.657947 318.340091 242.144947 193.616417 163.946850 145.354249 107.610971 73.941794 51.733087 424.235614 351.884956 274.138862 232.868652 160.955816
91.800000 438.895911 318.516330 242.281997 193.728439 164.043532 145.441298 107.678395 73.991592 51.771149 424.466187 352.078420 274.292381 233.000923 161.050950
91.850000 439.133870 318.692566 242.419044 193.840460 164.140213 145.528345 107.745818 74.041389 51.809211 424.696754 352.271880 274.445896 233.133191 161.146082
91.900000 439.371823 318.868797 242.556088 193.952478 164.236891 145.615391 107.813240 74.091185 51.847272 424.927316 352.465335 274.599407 233.265456 161.241212
91.950000 439.609770 319.045025 242.693129 194.064493 164.333568 145.702434 107.880660 74.140980 51.885333 425.157872 352.658786 274.752915 233.397718 161.336340
92.000000 439.847711 319.221248 242.830167 194.176506 164.430242 145.789476 107.948080 74.190775 51.923393 425.388423 352.852232 274.906419 233.529977 161.431466
92.050000 440.085647 319.397467 242.967201 194.288517 164.526915 145.876517 108.015498 74.240569 51.961453 425.618968 353.045673 275.059920 233.662234 161.526590
92.100000 440.323577 319.573682 243.104233 194.400525 164.623585 145.963555 108.082915 74.290363 51.999513 425.849507 353.239110 275.213417 233.794487 161.621712
92.150000 440.561501 319.749892 243.241262 194.512531 164.720254 146.050592 108.150331 74.340155 52.037572 426.080041 353.432542 275.366911 233.926738 161.716833
92.200000 440.799419 319.926099 243.378287 194.624535 164.816920 146.137627 108.217745 74.389947 52.075630 426.310569 353.625970 275.520402 234.058985 161.811951
92.250000 441.037332 320.102302 243.515310 194.736536 164.913585 146.224660 108.285159 74.439738 52.113689 426.541092 353.819393 275.673889 234.191230 161.907067
92.300000 441.275239 320.278500 243.652329 194.848535 165.010248 146.311692 108.352571 74.489529 52.151746 426.771609 354.012811 275.827372 234.323471 162.002182
92.350000 441.513140 320.454695 243.789345 194.960531 165.106908 146.398722 108.419982 74.539318 52.189804 427.002121 354.206225 275.980852 234.455710 162.097294
92.400000 441.751035 320.630885 243.926359 195.072525 165.203567 146.485750 108.487392 74.589107 52.227861 427.232627 354.399635 276.134328 234.587946 162.192405
92.450000 441.988925 320.807071 244.063369 195.184517 165.300224 146.572777 108.554801 74.638896 52.265918 427.463128 354.593040 276.287801 234.720179 162.287514
92.500000 442.226809 320.983254 244.200376 195.296506 165.396879 146.659801 108.622208 74.688683 52.303974 427.693623 354.786440 276.441270 234.852409 162.382620
92.550000 442.464687 321.159432 244.337380 195.408493 165.493531 146.746824 108.689615 74.738470 52.342030 427.924113 354.979836 276.594736 234.984636 162.477725
92.600000 442.702559 321.335606 244.474382 195.520478 165.590182 146.833846 108.757020 74.788256 52.380085 428.154597 355.173227 276.748199 235.116860 162.572828
92.650000 442.940426 321.511776 244.611380 195.632460 165.686831 146.920865 108.824424 74.838042 52.418140 428.385075 355.366614 276.901658 235.249081 162.667929
92.700000 443.178287 321.687941 244.748375 195.744439 165.783478 147.007883 108.891826 74.887826 52.456195 428.615548 355.559996 277.055113 235.381300 162.763028
92.750000 443.416142 321.864103 244.885367 195.856417 165.880123 147.094899 108.959228 74.937610 52.494249 428.846015 355.753374 277.208565 235.513515 162.858125
92.800000 443.653992 322.040261 245.022356 195.968392 165.976766 147.181914 109.026628 74.987393 52.532303 429.076477 355.946747 277.362014 235.645728 162.953221
92.850000 443.891836 322.216414 245.159342 196.080365 166.073407 147.268927 109.094027 75.037176 52.570356 429.306934 356.140115 277.515459 235.777937 163.048314
92.900000 444.129674 322.392564 245.296325 196.192335 166.170046 147.355938 109.161425 75.086958 52.608409 429.537385 356.333479 277.668901 235.910144 163.143405
92.950000 444.367507 322.568709 245.433305 196.304303 166.266683 147.442947 109.228822 75.136739 52.646461 429.767830 356.526839 277.822339 236.042348 163.238495
93.000000 444.605333 322.744851 245.570282 196.416268 166.363318 147.529955 109.296218 75.186519 52.684514 429.998270 356.720194 277.975774 236.174549 163.333582
93.050000 444.843155 322.920988 245.707256 196.528232 166.459951 147.616961 109.363612 75.236299 52.722565 430.228705 356.913545 278.129205 236.306747 163.428668
93.100000 445.080970 323.097122 245.844226 196.640192 166.556582 147.703965 109.431005 75.286078 52.760617 430.459134 357.106891 278.282633 236.438942 163.523751
93.150000 445.318780 323.273251 245.981194 196.752151 166.653212 147.790968 109.498398 75.335856 52.798668 430.689557 357.300232 278.436057 236.571134 163.618833
93.200000 445.556584 323.449376 246.118159 196.864107 166.749839 147.877969 109.565788 75.385633 52.836718 430.919975 357.493569 278.589478 236.703323 163.713913
93.250000 445.794382 323.625497 246.255121 196.976061 166.846464 147.964968 109.633178 75.435410 52.874768 431.150388 357.686902 278.742895 236.835510 163.808991
93.300000 446.032175 323.801614 246.392080 197.088012 166.943088 148.051965 109.700567 75.485186 52.912818 431.380795 357.880230 278.896309 236.967693 163.904067
93.350000 446.269962 323.977727 246.529035 197.199961 167.039709 148.138961 109.767954 75.534961 52.950867 431.611196 358.073553 279.049720 237.099874 163.999141
93.400000 446.507743 324.153836 246.665988 197.311908 167.136328 148.225955 109.835340 75.584736 52.988916 431.841592 358.266872 279.203127 237.232052 164.094213
93.450000 446.745519 324.329941 246.802938 197.423852 167.232946 148.312948 109.902725 75.634510 53.026964 432.071983 358.460187 279.356531 237.364227 164.189284
93.500000 446.983289 324.506042 246.939885 197.535794 167.329562 148.399938 109.970109 75.684283 53.065012 432.302368 358.653497 279.509931 237.496399 164.284352
93.550000 447.221054 324.682139 247.076828 197.647734 167.426175 148.486927 110.037492 75.734056 53.103060 432.532748 358.846802 279.663328 237.628568 164.379419
93.600000 447.458812 324.858232 247.213769 197.759671 167.522787 148.573915 110.104873 75.783827 53.141107 432.763122 359.040103 279.816721 237.760734 164.474483
93.650000 447.696566 325.034321 247.350707 197.871606 167.619397 148.660900 110.172253 75.833598 53.179154 432.993491 359.233400 279.970111 237.892898 164.569546
93.700000 447.934313 325.210406 247.487642 197.983539 167.716004 148.747884 110.239632 75.883369 53.217201 433.223854 359.426692 280.123497 238.025058 164.664607
93.750000 448.172055 325.386487 247.624573 198.095469 167.812610 148.834867 110.307010 75.933138 53.255247 433.454212 359.619980 280.276880 238.157216 164.759666
93.800000 448.409791 325.562563 247.761502 198.207397 167.909214 148.921847 110.374387 75.982907 53.293292 433.684565 359.813263 280.430260 238.289371 164.854723
93.850000 448.647522 325.738636 247.898428 198.319323 168.005816 149.008826 110.441762 76.032675 53.331337 433.914912 360.006541 280.583636 238.421522 164.949778
93.900000 448.885247 325.914705 248.035351 198.431246 168.102416 149.095803 110.509137 76.082443 53.369382 434.145253 360.199816 280.737009 238.553671 165.044831
93.950000 449.122966 326.090770 248.172271 198.543167 168.199014 149.182779 110.576510 76.132209 53.407427 434.375589 360.393086 280.890378 238.685818 165.139882
94.000000 449.360680 326.266830 248.309187 198.655085 168.295611 149.269753 110.643882 76.181976 53.445470 434.605920 360.586351 281.043744 238.817961 165.234931
94.050000 449.598388 326.442887 248.446101 198.767002 168.392205 149.356725 110.711253 76.231741 53.483514 434.836245 360.779612 281.197107 238.950101 165.329979
94.100000 449.836090 326.618940 248.583012 198.878916 168.488797 149.443695 110.778623 76.281505 53.521557 435.066565 360.972868 281.350466 239.082239 165.425025
94.150000 450.073787 326.794989 248.719920 198.990827 168.585388 149.530664 110.845991 76.331269 53.559600 435.296880 361.166120 281.503822 239.214374 165.520068
94.200000 450.311479 326.971033 248.856825 199.102736 168.681976 149.617631 110.913359 76.381032 53.597642 435.527189 361.359368 281.657174 239.346506 165.615110
94.250000 450.549164 327.147074 248.993726 199.214643 168.778562 149.704596 110.980725 76.430795 53.635684 435.757493 361.552611 281.810523 239.478635 165.710150
94.300000 450.786844 327.323111 249.130625 199.326548 168.875147 149.791560 111.048090 76.480557 53.673726 435.987791 361.745849 281.963868 239.610761 165.805188
94.350000 451.024519 327.499144 249.267521 199.438450 168.971730 149.878522 111.115454 76.530318 53.711767 436.218084 361.939083 282.117210 239.742884 165.900224
94.400000 451.262188 327.675172 249.404414 199.550350 169.068310 149.965482 111.182816 76.580078 53.749808 436.448371 362.132313 282.270549 239.875005 165.995259
94.450000 451.499851 327.851197 249.541304 199.662248 169.164889 150.052441 111.250178 76.629838 53.787848 436.678653 362.325538 282.423884 240.007122 166.090291
94.500000 451.737509 328.027218 249.678191 199.774143 169.261466 150.139398 111.317538 76.679597 53.825888 436.908930 362.518759 282.577216 240.139237 166.185321
94.550000 451.975161 328.203235 249.815075 199.886036 169.358041 150.226354 111.384897 76.729355 53.863927 437.139201 362.711976 282.730545 240.271349 166.280350
94.600000 452.212808 328.379247 249.951956 199.997927 169.454614 150.313307 111.452255 76.779112 53.901966 437.369467 362.905188 282.883870 240.403458 166.375377
94.650000 452.450449 328.555256 250.088834 200.109815 169.551185 150.400259 111.519612 76.828869 53.940005 437.599728 363.098395 283.037192 240.535564 166.470402
94.700000 452.688084 328.731261 250.225710 200.221701 169.647754 150.487210 111.586968 76.878625 53.978043 437.829983 363.291599 283.190510 240.667668 166.565425
94.750000 452.925714 328.907262 250.362582 200.333585 169.744322 150.574158 111.654322 76.928380 54.016081 438.060232 363.484797 283.343825 240.799768 166.660446
94.800000 453.163338 329.083259 250.499451 200.445466 169.840887 150.661105 111.721676 76.978135 54.054118 438.290477 363.677992 283.497136 240.931866 166.755465
