# %ECSV 0.9
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# meta: !!omap
# - comment: [vej = 0.25999999999999995, mej = 0.023201562933498177, Ye = 0.45, redshift = 0.0]
# schema: astropy-2.0
time sdss_u sdss_g sdss_r sdss_i sdss_z PS1_y ukirt_J ukirt_H ukirt_K johnson_U johnson_B johnson_V johnson_R johnson_I
17.900000 76.468558 50.549070 34.288168 24.034984 17.825921 13.966350 6.235826 -0.476365 -4.737151 73.350495 57.751599 41.096377 32.320665 17.203197
17.950000 76.728862 50.740626 34.436075 24.155015 17.928866 14.058566 6.306184 -0.425640 -4.699497 73.602567 57.962339 41.262626 32.463248 17.304417
18.000000 76.989111 50.932144 34.583956 24.275028 18.031798 14.150771 6.376537 -0.374914 -4.661838 73.854585 58.173037 41.428844 32.605808 17.405625
18.050000 77.249303 51.123626 34.731812 24.395024 18.134717 14.242966 6.446886 -0.324186 -4.624175 74.106549 58.383692 41.595032 32.748344 17.506820
18.100000 77.509440 51.315070 34.879642 24.515002 18.237623 14.335151 6.517232 -0.273457 -4.586506 74.358460 58.594305 41.761190 32.890856 17.608003
18.150000 77.769521 51.506477 35.027448 24.634963 18.340516 14.427326 6.587573 -0.222727 -4.548833 74.610318 58.804877 41.927318 33.033344 17.709173
18.200000 78.029547 51.697847 35.175229 24.754906 18.443397 14.519491 6.657910 -0.171996 -4.511156 74.862122 59.015406 42.093416 33.175809 17.810331
18.250000 78.289519 51.889182 35.322985 24.874832 18.546265 14.611646 6.728242 -0.121263 -4.473473 75.113874 59.225894 42.259485 33.318251 17.911477
18.300000 78.549435 52.080479 35.470716 24.994740 18.649119 14.703792 6.798571 -0.070530 -4.435786 75.365574 59.436340 42.425524 33.460669 18.012610
18.350000 78.809298 52.271741 35.618422 25.114631 18.751962 14.795927 6.868896 -0.019795 -4.398094 75.617221 59.646745 42.591533 33.603065 18.113731
18.400000 79.069106 52.462967 35.766105 25.234506 18.854792 14.888053 6.939217 0.030941 -4.360398 75.868817 59.857109 42.757514 33.745437 18.214841
18.450000 79.328861 52.654157 35.913763 25.354363 18.957609 14.980169 7.009534 0.081678 -4.322697 76.120361 60.067433 42.923465 33.887786 18.315938
18.500000 79.588563 52.845312 36.061397 25.474204 19.060414 15.072276 7.079847 0.132417 -4.284991 76.371854 60.277716 43.089387 34.030113 18.417023
18.550000 79.848211 53.036431 36.209006 25.594027 19.163206 15.164373 7.150156 0.183156 -4.247281 76.623296 60.487958 43.255280 34.172417 18.518096
18.600000 80.107806 53.227515 36.356592 25.713834 19.265986 15.256460 7.220461 0.233897 -4.209566 76.874687 60.698161 43.421145 34.314698 18.619157
18.650000 80.367349 53.418565 36.504154 25.833624 19.368754 15.348538 7.290762 0.284638 -4.171847 77.126027 60.908323 43.586982 34.456957 18.720206
18.700000 80.626839 53.609579 36.651693 25.953398 19.471509 15.440606 7.361060 0.335381 -4.134124 77.377317 61.118446 43.752789 34.599194 18.821244
18.750000 80.886277 53.800558 36.799207 26.073155 19.574253 15.532665 7.431353 0.386125 -4.096396 77.628558 61.328530 43.918569 34.741408 18.922270
18.800000 81.145663 53.991504 36.946699 26.192896 19.676984 15.624715 7.501643 0.436870 -4.058663 77.879748 61.538574 44.084321 34.883601 19.023284
18.850000 81.404998 54.182415 37.094167 26.312621 19.779703 15.716755 7.571928 0.487616 -4.020926 78.130889 61.748578 44.250044 35.025771 19.124287
18.900000 81.664282 54.373291 37.241612 26.432329 19.882411 15.808786 7.642210 0.538364 -3.983185 78.381981 61.958544 44.415740 35.167919 19.225278
18.950000 81.923514 54.564134 37.389033 26.552021 19.985106 15.900807 7.712488 0.589112 -3.945440 78.633023 62.168472 44.581409 35.310046 19.326258
19.000000 82.182695 54.754943 37.536432 26.671697 20.087790 15.992820 7.782762 0.639861 -3.907690 78.884017 62.378360 44.747049 35.452151 19.427226
19.050000 82.441826 54.945718 37.683808 26.791357 20.190461 16.084823 7.853033 0.690612 -3.869936 79.134962 62.588211 44.912662 35.594234 19.528183
19.100000 82.700907 55.136460 37.831161 26.911001 20.293121 16.176817 7.923300 0.741363 -3.832178 79.385859 62.798023 45.078248 35.736296 19.629128
19.150000 82.959937 55.327169 37.978491 27.030629 20.395770 16.268802 7.993562 0.792116 -3.794416 79.636708 63.007797 45.243807 35.878337 19.730062
19.200000 83.218918 55.517844 38.125799 27.150241 20.498406 16.360778 8.063822 0.842869 -3.756649 79.887509 63.217533 45.409339 36.020356 19.830985
19.250000 83.477849 55.708486 38.273084 27.269838 20.601031 16.452745 8.134077 0.893624 -3.718878 80.138263 63.427232 45.574844 36.162354 19.931897
19.300000 83.736731 55.899096 38.420347 27.389419 20.703645 16.544703 8.204329 0.944379 -3.681103 80.388969 63.636893 45.740322 36.304331 20.032797
19.350000 83.995563 56.089673 38.567588 27.508984 20.806247 16.636652 8.274577 0.995136 -3.643324 80.639628 63.846517 45.905774 36.446287 20.133687
19.400000 84.254347 56.280217 38.714807 27.628534 20.908837 16.728593 8.344821 1.045893 -3.605541 80.890240 64.056104 46.071199 36.588222 20.234565
19.450000 84.513082 56.470729 38.862003 27.748068 21.011416 16.820524 8.415062 1.096652 -3.567754 81.140805 64.265653 46.236597 36.730137 20.335433
19.500000 84.771769 56.661208 39.009178 27.867587 21.113984 16.912446 8.485299 1.147411 -3.529962 81.391324 64.475167 46.401969 36.872030 20.436290
19.550000 85.030407 56.851656 39.156330 27.987091 21.216541 17.004360 8.555532 1.198171 -3.492167 81.641796 64.684643 46.567316 37.013903 20.537135
19.600000 85.288997 57.042072 39.303461 28.106579 21.319086 17.096265 8.625762 1.248933 -3.454368 81.892222 64.894083 46.732636 37.155756 20.637970
19.650000 85.547540 57.232455 39.450571 28.226052 21.421620 17.188161 8.695988 1.299695 -3.416564 82.142603 65.103487 46.897930 37.297588 20.738794
19.700000 85.806035 57.422808 39.597659 28.345511 21.524143 17.280049 8.766211 1.350458 -3.378757 82.392938 65.312855 47.063199 37.439400 20.839607
19.750000 86.064483 57.613128 39.744725 28.464954 21.626654 17.371928 8.836430 1.401222 -3.340946 82.643227 65.522187 47.228441 37.581191 20.940410
19.800000 86.322883 57.803418 39.891770 28.584382 21.729155 17.463799 8.906645 1.451987 -3.303131 82.893471 65.731483 47.393659 37.722963 21.041202
19.850000 86.581237 57.993676 40.038794 28.703795 21.831645 17.555660 8.976857 1.502753 -3.265312 83.143671 65.940744 47.558850 37.864714 21.141983
19.900000 86.839544 58.183903 40.185796 28.823194 21.934124 17.647514 9.047065 1.553520 -3.227489 83.393825 66.149969 47.724017 38.006446 21.242754
19.950000 87.097804 58.374099 40.332778 28.942577 22.036592 17.739359 9.117269 1.604288 -3.189663 83.643935 66.359158 47.889158 38.148157 21.343514
20.000000 87.356019 58.564264 40.479738 29.061946 22.139049 17.831195 9.187470 1.655056 -3.151832 83.894000 66.568313 48.054274 38.289849 21.444264
20.050000 87.614187 58.754399 40.626678 29.181301 22.241495 17.923023 9.257668 1.705826 -3.113998 84.144022 66.777433 48.219365 38.431521 21.545003
20.100000 87.872310 58.944503 40.773597 29.300640 22.343930 18.014842 9.327862 1.756596 -3.076160 84.393999 66.986518 48.384432 38.573174 21.645732
20.150000 88.130386 59.134577 40.920495 29.419966 22.446355 18.106654 9.398052 1.807367 -3.038318 84.643932 67.195568 48.549473 38.714807 21.746451
20.200000 88.388418 59.324621 41.067372 29.539276 22.548769 18.198456 9.468239 1.858139 -3.000473 84.893822 67.404584 48.714490 38.856421 21.847159
20.250000 88.646404 59.514634 41.214229 29.658573 22.651172 18.290251 9.538423 1.908912 -2.962624 85.143668 67.613566 48.879482 38.998015 21.947857
20.300000 88.904345 59.704617 41.361066 29.777855 22.753565 18.382037 9.608603 1.959686 -2.924771 85.393472 67.822513 49.044450 39.139590 22.048545
20.350000 89.162241 59.894571 41.507882 29.897122 22.855947 18.473816 9.678780 2.010460 -2.886914 85.643232 68.031427 49.209394 39.281145 22.149222
20.400000 89.420093 60.084495 41.654678 30.016376 22.958318 18.565585 9.748953 2.061235 -2.849054 85.892949 68.240306 49.374313 39.422682 22.249890
20.450000 89.677900 60.274389 41.801454 30.135615 23.060680 18.657347 9.819122 2.112011 -2.811190 86.142624 68.449152 49.539208 39.564200 22.350547
20.500000 89.935663 60.464254 41.948209 30.254840 23.163030 18.749101 9.889289 2.162788 -2.773323 86.392256 68.657964 49.704079 39.705698 22.451194
20.550000 90.193382 60.654089 42.094945 30.374052 23.265371 18.840846 9.959451 2.213566 -2.735452 86.641846 68.866743 49.868926 39.847178 22.551831
20.600000 90.451058 60.843895 42.241661 30.493249 23.367700 18.932584 10.029611 2.264344 -2.697578 86.891393 69.075488 50.033750 39.988639 22.652459
20.650000 90.708689 61.033673 42.388357 30.612432 23.470020 19.024313 10.099767 2.315123 -2.659700 87.140899 69.284200 50.198549 40.130081 22.753076
20.700000 90.966277 61.223421 42.535033 30.731601 23.572329 19.116035 10.169919 2.365903 -2.621818 87.390363 69.492879 50.363325 40.271505 22.853683
20.750000 91.223822 61.413140 42.681689 30.850757 23.674629 19.207748 10.240069 2.416684 -2.583933 87.639786 69.701526 50.528078 40.412910 22.954281
20.800000 91.481323 61.602831 42.828326 30.969899 23.776918 19.299454 10.310215 2.467465 -2.546045 87.889167 69.910139 50.692806 40.554297 23.054868
20.850000 91.738782 61.792492 42.974943 31.089027 23.879196 19.391151 10.380357 2.518247 -2.508153 88.138507 70.118720 50.857512 40.695665 23.155446
20.900000 91.996198 61.982126 43.121541 31.208141 23.981465 19.482841 10.450496 2.569030 -2.470258 88.387806 70.327269 51.022195 40.837015 23.256014
20.950000 92.253571 62.171731 43.268120 31.327242 24.083724 19.574523 10.520632 2.619813 -2.432359 88.637064 70.535785 51.186854 40.978346 23.356573
21.000000 92.510902 62.361308 43.414679 31.446329 24.185972 19.666197 10.590764 2.670597 -2.394457 88.886281 70.744269 51.351490 41.119659 23.457121
21.050000 92.768191 62.550856 43.561219 31.565403 24.288211 19.757863 10.660893 2.721382 -2.356551 89.135458 70.952720 51.516103 41.260955 23.557660
21.100000 93.025437 62.740377 43.707740 31.684463 24.390439 19.849521 10.731019 2.772168 -2.318643 89.384594 71.161140 51.680693 41.402232 23.658190
21.150000 93.282642 62.929870 43.854242 31.803510 24.492658 19.941172 10.801142 2.822954 -2.280730 89.633691 71.369529 51.845261 41.543491 23.758710
21.200000 93.539805 63.119335 44.000725 31.922544 24.594867 20.032815 10.871261 2.873741 -2.242815 89.882747 71.577885 52.009806 41.684732 23.859220
21.250000 93.796927 63.308772 44.147189 32.041564 24.697066 20.124450 10.941377 2.924528 -2.204896 90.131763 71.786210 52.174328 41.825956 23.959721
21.300000 94.054007 63.498182 44.293634 32.160571 24.799255 20.216077 11.011489 2.975316 -2.166974 90.380740 71.994503 52.338828 41.967162 24.060212
21.350000 94.311046 63.687564 44.440060 32.279565 24.901434 20.307697 11.081598 3.026105 -2.129049 90.629677 72.202766 52.503305 42.108350 24.160694
21.400000 94.568044 63.876919 44.586468 32.398545 25.003603 20.399309 11.151704 3.076894 -2.091121 90.878574 72.410997 52.667760 42.249520 24.261167
21.450000 94.825001 64.066246 44.732857 32.517513 25.105763 20.490914 11.221807 3.127684 -2.053189 91.127433 72.619196 52.832193 42.390673 24.361630
21.500000 95.081917 64.255547 44.879227 32.636467 25.207913 20.582511 11.291907 3.178475 -2.015254 91.376252 72.827366 52.996604 42.531808 24.462083
21.550000 95.338793 64.444820 45.025579 32.755409 25.310054 20.674101 11.362003 3.229266 -1.977316 91.625033 73.035504 53.160992 42.672926 24.562528
21.600000 95.595629 64.634067 45.171913 32.874338 25.412185 20.765683 11.432096 3.280058 -1.939375 91.873775 73.243611 53.325359 42.814027 24.662963
21.650000 95.852424 64.823286 45.318228 32.993253 25.514306 20.857258 11.502186 3.330850 -1.901431 92.122478 73.451688 53.489704 42.955110 24.763389
21.700000 96.109180 65.012479 45.464526 33.112156 25.616418 20.948825 11.572272 3.381643 -1.863484 92.371142 73.659735 53.654027 43.096176 24.863806
21.750000 96.365895 65.201646 45.610804 33.231046 25.718520 21.040384 11.642355 3.432437 -1.825533 92.619769 73.867751 53.818328 43.237225 24.964213
21.800000 96.622571 65.390786 45.757065 33.349923 25.820613 21.131937 11.712435 3.483231 -1.787580 92.868357 74.075737 53.982607 43.378257 25.064612
21.850000 96.879207 65.579899 45.903308 33.468788 25.922696 21.223481 11.782512 3.534026 -1.749623 93.116907 74.283693 54.146865 43.519272 25.165001
21.900000 97.135804 65.768986 46.049533 33.587640 26.024770 21.315019 11.852586 3.584821 -1.711663 93.365420 74.491619 54.311102 43.660270 25.265381
21.950000 97.392361 65.958047 46.195739 33.706479 26.126835 21.406549 11.922656 3.635617 -1.673701 93.613894 74.699515 54.475317 43.801250 25.365752
22.000000 97.648880 66.147082 46.341928 33.825306 26.228890 21.498072 11.992724 3.686413 -1.635735 93.862332 74.907382 54.639510 43.942214 25.466114
22.050000 97.905359 66.336091 46.488100 33.944120 26.330936 21.589587 12.062788 3.737210 -1.597766 94.110731 75.115219 54.803683 44.083162 25.566468
22.100000 98.161800 66.525073 46.634253 34.062921 26.432972 21.681096 12.132849 3.788007 -1.559795 94.359094 75.323026 54.967834 44.224092 25.666812
22.150000 98.418202 66.714030 46.780389 34.181711 26.535000 21.772597 12.202907 3.838805 -1.521820 94.607419 75.530804 55.131965 44.365006 25.767147
22.200000 98.674565 66.902962 46.926507 34.300487 26.637018 21.864091 12.272961 3.889603 -1.483843 94.855708 75.738552 55.296074 44.505903 25.867473
22.250000 98.930890 67.091868 47.072608 34.419252 26.739027 21.955577 12.343013 3.940402 -1.445862 95.103959 75.946272 55.460162 44.646784 25.967791
22.300000 99.187177 67.280748 47.218691 34.538004 26.841027 22.047057 12.413061 3.991201 -1.407879 95.352174 76.153962 55.624230 44.787648 26.068100
22.350000 99.443426 67.469603 47.364757 34.656744 26.943017 22.138529 12.483106 4.042001 -1.369893 95.600352 76.361624 55.788276 44.928496 26.168399
22.400000 99.699637 67.658432 47.510805 34.775471 27.044999 22.229994 12.553148 4.092801 -1.331904 95.848494 76.569256 55.952302 45.069328 26.268690
22.450000 99.955810 67.847236 47.656836 34.894187 27.146971 22.321452 12.623187 4.143602 -1.293912 96.096600 76.776860 56.116308 45.210143 26.368973
22.500000 100.211945 68.036015 47.802850 35.012890 27.248935 22.412903 12.693223 4.194403 -1.255917 96.344669 76.984435 56.280292 45.350942 26.469246
22.550000 100.468043 68.224769 47.948847 35.131581 27.350889 22.504347 12.763256 4.245204 -1.217920 96.592703 77.191982 56.444257 45.491725 26.569511
22.600000 100.724103 68.413498 48.094827 35.250260 27.452834 22.595783 12.833285 4.296006 -1.179920 96.840700 77.399500 56.608201 45.632491 26.669767
22.650000 100.980127 68.602202 48.240790 35.368927 27.554771 22.687213 12.903312 4.346809 -1.141917 97.088662 77.606990 56.772124 45.773242 26.770015
22.700000 101.236113 68.790882 48.386735 35.487582 27.656698 22.778636 12.973335 4.397612 -1.103911 97.336588 77.814452 56.936028 45.913976 26.870254
22.750000 101.492062 68.979536 48.532664 35.606225 27.758617 22.870052 13.043356 4.448415 -1.065902 97.584479 78.021885 57.099911 46.054695 26.970484
22.800000 101.747975 69.168166 48.678576 35.724857 27.860527 22.961460 13.113373 4.499219 -1.027891 97.832334 78.229291 57.263774 46.195397 27.070706
22.850000 102.003850 69.356772 48.824471 35.843476 27.962428 23.052862 13.183387 4.550023 -0.989877 98.080154 78.436668 57.427617 46.336084 27.170919
22.900000 102.259689 69.545353 48.970350 35.962083 28.064320 23.144257 13.253398 4.600827 -0.951860 98.327939 78.644018 57.591440 46.476755 27.271124
22.950000 102.515492 69.733910 49.116211 36.080679 28.166203 23.235645 13.323406 4.651632 -0.913841 98.575689 78.851340 57.755243 46.617410 27.371320
23.000000 102.771259 69.922442 49.262056 36.199263 28.268078 23.327026 13.393411 4.702437 -0.875819 98.823404 79.058634 57.919026 46.758050 27.471508
23.050000 103.026989 70.110950 49.407885 36.317835 28.369943 23.418401 13.463413 4.753243 -0.837794 99.071085 79.265901 58.082790 46.898673 27.571687
23.100000 103.282683 70.299435 49.553697 36.436396 28.471801 23.509768 13.533412 4.804049 -0.799767 99.318730 79.473141 58.246534 47.039282 27.671858
23.150000 103.538342 70.487895 49.699492 36.554945 28.573649 23.601129 13.603407 4.854855 -0.761737 99.566342 79.680353 58.410258 47.179874 27.772020
23.200000 103.793964 70.676331 49.845272 36.673482 28.675489 23.692482 13.673400 4.905661 -0.723705 99.813919 79.887538 58.573962 47.320452 27.872174
23.250000 104.049551 70.864743 49.991034 36.792008 28.777320 23.783829 13.743390 4.956468 -0.685670 100.061461 80.094696 58.737647 47.461013 27.972320
23.300000 104.305102 71.053132 50.136781 36.910522 28.879142 23.875170 13.813377 5.007276 -0.647632 100.308970 80.301827 58.901313 47.601560 28.072458
23.350000 104.560618 71.241497 50.282511 37.029025 28.980956 23.966503 13.883360 5.058083 -0.609592 100.556445 80.508930 59.064959 47.742091 28.172587
23.400000 104.816099 71.429838 50.428225 37.147516 29.082762 24.057830 13.953341 5.108891 -0.571549 100.803885 80.716007 59.228586 47.882607 28.272708
23.450000 105.071545 71.618156 50.573923 37.265996 29.184559 24.149150 14.023318 5.159699 -0.533504 101.051292 80.923057 59.392194 48.023107 28.372821
23.500000 105.326955 71.806451 50.719605 37.384465 29.286347 24.240463 14.093293 5.210508 -0.495456 101.298666 81.130081 59.555783 48.163593 28.472925
23.550000 105.582331 71.994722 50.865271 37.502922 29.388127 24.331770 14.163265 5.261317 -0.457406 101.546006 81.337078 59.719352 48.304063 28.573021
23.600000 105.837672 72.182969 51.010921 37.621368 29.489898 24.423070 14.233233 5.312126 -0.419353 101.793312 81.544048 59.882903 48.444518 28.673110
23.650000 106.092978 72.371194 51.156554 37.739802 29.591661 24.514363 14.303199 5.362935 -0.381298 102.040585 81.750992 60.046434 48.584958 28.773190
23.700000 106.348250 72.559395 51.302173 37.858226 29.693416 24.605650 14.373162 5.413745 -0.343240 102.287825 81.957910 60.209947 48.725383 28.873262
23.750000 106.603487 72.747574 51.447775 37.976638 29.795162 24.696930 14.443121 5.464555 -0.305180 102.535032 82.164801 60.373440 48.865793 28.973325
23.800000 106.858690 72.935729 51.593361 38.095039 29.896900 24.788204 14.513078 5.515365 -0.267118 102.782206 82.371667 60.536915 49.006189 29.073381
23.850000 107.113858 73.123862 51.738932 38.213429 29.998629 24.879471 14.583032 5.566175 -0.229053 103.029347 82.578506 60.700371 49.146569 29.173429
23.900000 107.368993 73.311971 51.884487 38.331807 30.100351 24.970731 14.652982 5.616986 -0.190986 103.276455 82.785319 60.863809 49.286935 29.273468
23.950000 107.624094 73.500058 52.030026 38.450175 30.202064 25.061985 14.722930 5.667797 -0.152916 103.523531 82.992107 61.027228 49.427286 29.373500
24.000000 107.879161 73.688123 52.175550 38.568531 30.303768 25.153233 14.792875 5.718608 -0.114844 103.770574 83.198869 61.190628 49.567622 29.473524
24.050000 108.134194 73.876164 52.321059 38.686877 30.405465 25.244473 14.862817 5.769419 -0.076770 104.017585 83.405604 61.354010 49.707943 29.573540
24.100000 108.389193 74.064183 52.466551 38.805212 30.507153 25.335708 14.932756 5.820231 -0.038693 104.264563 83.612315 61.517373 49.848250 29.673547
24.150000 108.644159 74.252180 52.612029 38.923535 30.608833 25.426936 15.002691 5.871043 -0.000614 104.511510 83.819000 61.680718 49.988543 29.773547
24.200000 108.899092 74.440154 52.757491 39.041848 30.710505 25.518157 15.072624 5.921855 0.037467 104.758424 84.025659 61.844045 50.128820 29.873539
24.250000 109.153991 74.628106 52.902938 39.160150 30.812168 25.609372 15.142555 5.972667 0.075551 105.005306 84.232293 62.007353 50.269084 29.973523
24.300000 109.408857 74.816036 53.048369 39.278441 30.913824 25.700581 15.212482 6.023479 0.113636 105.252157 84.438902 62.170643 50.409333 30.073500
24.350000 109.663690 75.003944 53.193785 39.396721 31.015472 25.791783 15.282406 6.074292 0.151724 105.498975 84.645485 62.333915 50.549567 30.173468
24.400000 109.918490 75.191829 53.339186 39.514991 31.117111 25.882979 15.352327 6.125104 0.189815 105.745762 84.852043 62.497169 50.689787 30.273429
24.450000 110.173257 75.379693 53.484572 39.633249 31.218742 25.974169 15.422245 6.175917 0.227907 105.992518 85.058577 62.660405 50.829993 30.373381
24.500000 110.427991 75.567534 53.629943 39.751497 31.320366 26.065352 15.492161 6.226730 0.266002 106.239242 85.265085 62.823623 50.970185 30.473326
24.550000 110.682693 75.755354 53.775298 39.869735 31.421981 26.156529 15.562073 6.277544 0.304099 106.485934 85.471569 62.986823 51.110362 30.573264
24.600000 110.937362 75.943152 53.920639 39.987961 31.523588 26.247699 15.631983 6.328357 0.342198 106.732596 85.678027 63.150005 51.250525 30.673193
24.650000 111.191999 76.130928 54.065965 40.106177 31.625187 26.338863 15.701890 6.379170 0.380299 106.979226 85.884461 63.313170 51.390674 30.773115
24.700000 111.446604 76.318682 54.211276 40.224383 31.726779 26.430021 15.771793 6.429984 0.418403 107.225825 86.090870 63.476316 51.530809 30.873029
24.750000 111.701176 76.506415 54.356572 40.342577 31.828362 26.521173 15.841694 6.480798 0.456509 107.472393 86.297255 63.639445 51.670930 30.972936
24.800000 111.955716 76.694126 54.501853 40.460762 31.929938 26.612318 15.911592 6.531612 0.494616 107.718930 86.503615 63.802556 51.811037 31.072835
24.850000 112.210224 76.881816 54.647119 40.578935 32.031505 26.703457 15.981487 6.582426 0.532726 107.965437 86.709951 63.965650 51.951130 31.172726
24.900000 112.464700 77.069485 54.792371 40.697099 32.133065 26.794590 16.051379 6.633240 0.570838 108.211913 86.916262 64.128726 52.091209 31.272610
24.950000 112.719145 77.257132 54.937608 40.815251 32.234617 26.885717 16.121269 6.684054 0.608952 108.458358 87.122550 64.291784 52.231274 31.372486
25.000000 112.973557 77.444757 55.082830 40.933394 32.336161 26.976837 16.191155 6.734869 0.647068 108.704773 87.328813 64.454826 52.371325 31.472354
25.050000 113.227938 77.632362 55.228037 41.051526 32.437698 27.067951 16.261039 6.785683 0.685187 108.951158 87.535051 64.617849 52.511363 31.572215
25.100000 113.482288 77.819945 55.373231 41.169648 32.539226 27.159060 16.330919 6.836498 0.723307 109.197512 87.741266 64.780856 52.651387 31.672069
25.150000 113.736606 78.007508 55.518409 41.287759 32.640747 27.250162 16.400797 6.887312 0.761429 109.443836 87.947457 64.943845 52.791397 31.771915
25.200000 113.990893 78.195049 55.663573 41.405860 32.742260 27.341257 16.470672 6.938127 0.799554 109.690130 88.153624 65.106817 52.931393 31.871753
25.250000 114.245148 78.382569 55.808723 41.523951 32.843765 27.432347 16.540544 6.988942 0.837680 109.936394 88.359767 65.269772 53.071375 31.971584
25.300000 114.499373 78.570069 55.953858 41.642031 32.945263 27.523431 16.610413 7.039756 0.875809 110.182628 88.565886 65.432709 53.211344 32.071408
25.350000 114.753566 78.757547 56.098979 41.760101 33.046752 27.614508 16.680280 7.090571 0.913939 110.428832 88.771982 65.595630 53.351300 32.171224
25.400000 115.007729 78.945005 56.244085 41.878161 33.148235 27.705579 16.750143 7.141386 0.952071 110.675006 88.978054 65.758533 53.491242 32.271033
25.450000 115.261860 79.132442 56.389178 41.996211 33.249709 27.796645 16.820004 7.192201 0.990206 110.921151 89.184103 65.921420 53.631170 32.370834
25.500000 115.515961 79.319859 56.534256 42.114251 33.351176 27.887704 16.889862 7.243016 1.028342 111.167267 89.390128 66.084289 53.771085 32.470628
25.550000 115.770031 79.507254 56.679319 42.232281 33.452635 27.978757 16.959717 7.293831 1.066480 111.413353 89.596129 66.247142 53.910987 32.570414
25.600000 116.024071 79.694630 56.824369 42.350300 33.554087 28.069805 17.029569 7.344646 1.104621 111.659409 89.802108 66.409978 54.050875 32.670193
25.650000 116.278080 79.881985 56.969405 42.468310 33.655531 28.160846 17.099418 7.395461 1.142763 111.905436 90.008063 66.572797 54.190750 32.769965
25.700000 116.532059 80.069319 57.114426 42.586309 33.756968 28.251881 17.169265 7.446277 1.180907 112.151434 90.213995 66.735599 54.330611 32.869730
25.750000 116.786007 80.256633 57.259434 42.704299 33.858397 28.342910 17.239108 7.497092 1.219053 112.397403 90.419904 66.898385 54.470460 32.969487
25.800000 117.039925 80.443927 57.404427 42.822278 33.959818 28.433933 17.308949 7.547907 1.257201 112.643343 90.625789 67.061154 54.610295 33.069237
25.850000 117.293814 80.631201 57.549406 42.940248 34.061232 28.524951 17.378787 7.598722 1.295350 112.889254 90.831652 67.223906 54.750116 33.168980
25.900000 117.547672 80.818454 57.694372 43.058207 34.162639 28.615962 17.448622 7.649537 1.333502 113.135137 91.037492 67.386642 54.889925 33.268715
25.950000 117.801500 81.005687 57.839324 43.176157 34.264038 28.706967 17.518455 7.700352 1.371655 113.380990 91.243309 67.549361 55.029721 33.368444
26.000000 118.055298 81.192900 57.984261 43.294097 34.365429 28.797967 17.588284 7.751167 1.409811 113.626815 91.449103 67.712064 55.169503 33.468165
26.050000 118.309067 81.380094 58.129185 43.412027 34.466814 28.888960 17.658111 7.801982 1.447968 113.872611 91.654874 67.874751 55.309273 33.567879
26.100000 118.562806 81.567267 58.274096 43.529947 34.568190 28.979948 17.727935 7.852797 1.486127 114.118379 91.860623 68.037421 55.449029 33.667585
26.150000 118.816515 81.754420 58.418992 43.647857 34.669560 29.070930 17.797756 7.903612 1.524287 114.364118 92.066349 68.200075 55.588772 33.767285
26.200000 119.070195 81.941554 58.563875 43.765757 34.770922 29.161906 17.867574 7.954427 1.562450 114.609829 92.272053 68.362712 55.728503 33.866977
26.250000 119.323846 82.128668 58.708744 43.883648 34.872276 29.252876 17.937390 8.005242 1.600614 114.855512 92.477734 68.525333 55.868220 33.966663
26.300000 119.577467 82.315762 58.853600 44.001529 34.973624 29.343840 18.007203 8.056057 1.638780 115.101166 92.683393 68.687938 56.007925 34.066341
26.350000 119.831059 82.502836 58.998442 44.119401 35.074963 29.434798 18.077013 8.106872 1.676948 115.346792 92.889029 68.850527 56.147617 34.166012
26.400000 120.084622 82.689891 59.143270 44.237262 35.176296 29.525751 18.146820 8.157687 1.715118 115.592391 93.094643 69.013100 56.287296 34.265676
26.450000 120.338155 82.876926 59.288085 44.355114 35.277621 29.616697 18.216624 8.208501 1.753289 115.837961 93.300235 69.175657 56.426962 34.365333
26.500000 120.591660 83.063942 59.432886 44.472956 35.378940 29.707638 18.286426 8.259316 1.791462 116.083504 93.505805 69.338198 56.566615 34.464983
26.550000 120.845136 83.250938 59.577674 44.590789 35.480250 29.798574 18.356225 8.310130 1.829637 116.329019 93.711353 69.500723 56.706256 34.564626
26.600000 121.098583 83.437915 59.722449 44.708612 35.581554 29.889503 18.426021 8.360945 1.867814 116.574506 93.916879 69.663232 56.845884 34.664262
26.650000 121.352001 83.624873 59.867210 44.826426 35.682850 29.980427 18.495814 8.411759 1.905992 116.819966 94.122383 69.825725 56.985500 34.763891
26.700000 121.605391 83.811811 60.011958 44.944230 35.784139 30.071344 18.565605 8.462573 1.944172 117.065398 94.327864 69.988202 57.125103 34.863513
26.750000 121.858752 83.998730 60.156692 45.062025 35.885421 30.162257 18.635392 8.513388 1.982353 117.310802 94.533324 70.150663 57.264693 34.963128
